Comments,Comment_ID,Reply_Count,Like_Count,Date,VidId,user_ID
the bad days are gone now it was the turn of worse days.,Ugy2hiAZc5LeXn5FB5F4AaABAg,0,0,2020-12-22T21:12:02Z,41Clrh6nv1s,user_719
me straight jumping straight to 2:10 after playing the video,Ugzuk93IgCIE2qpszL14AaABAg,0,0,2020-12-22T19:26:36Z,ji7DtgUeKCI,user_3500
"Does it make more sense to stick to One particular field  (Sports) or would it make more sense to diversify (sports, environment, finance etc etc)",UgxURez7OKyLKNNkvoV4AaABAg,1,4,2020-12-22T17:16:43Z,imMPnCHvbkY,user_174
"-Hello, Ken, Thank you so much for your tutorial! Still, I have a problem, would you mind taking a quick loo? I can run my feature image while other images in the body do not work. Do you know what causes this problem?- After redo all the things, it works. And I don't know why, as I can set the feature image and static image using the same one. Please have a look at my portfolio,  https://alanspace.github.io/Alan_Portfolio_advanced/",UgyyqxugYlQ1YMas6cN4AaABAg,1,0,2020-12-22T16:29:31Z,mEZ1Hj5yQ-8,user_283
"Very useful recommendations, thank you Ken",Ugx-Ua9hXL9D0ex2B2R4AaABAg,1,1,2020-12-22T16:22:10Z,1aXk2RViq3c,user_1125
How to join 66 days of data science,Ugw4wSuYvwjTvMtmJvV4AaABAg,1,1,2020-12-22T15:31:15Z,41Clrh6nv1s,user_1675
Found your chanel these days and cannot wait to code this project over christmas holidays and learn a lot along the way. This looks like a very quality series! Great content! I especially like that we see the whole iterative process of a project and the googling and looking things up and everything. Very nice :),Ugxc1r8FyT0mIJg35814AaABAg,1,1,2020-12-22T14:04:53Z,fhi4dOhmW-g,user_2771
"Thanks for this video! But I have few questions.
1. In my country, There is no such thing as data science course in our universities. What courses should I take for data science? Shoud I take math, statistics or CS? and do I need to take Master's Degree?
2. Did you learn DS or ML first? or both at the same time?
3. and Is it possible for me to learn it myself(with help of online resources)?",Ugyh02ZyuBGVuic1D814AaABAg,1,1,2020-12-22T07:07:19Z,4OZip0cgOho,user_3197
"Hi, Ken! I really appreciate the content you post, you have been really helpful, thank you a lot!

I've been learning Python for DS for 6 months now using Youtube tutorials and most recently DataCamp. I already have good statistics background and will be taking soon a nice statistics course on Udacity. I think it is a good moment to get my hands dirty with projects, but I've had a hard time finding some. Where do I get DS projects for beginners?",Ugw1DmknPtIOQpT_R7V4AaABAg,1,4,2020-12-22T05:53:20Z,41Clrh6nv1s,user_1027
Hi Ken! I just noticed that the annual subscription to 365datascience with 47% off require a promotional code or the link is not working properly. Do you have that code?,UgzWEcueZ9t4sffYSKJ4AaABAg,1,1,2020-12-22T05:03:53Z,41Clrh6nv1s,user_3329
Your fashion sense is excellent :),Ugw_fTNjJbNlFjN0E7B4AaABAg,2,2,2020-12-22T04:20:36Z,41Clrh6nv1s,user_4607
"A current master here: 30% comes from the uni as a big index along the courses you have and demanding you to pass the exams. 70% from really learning from other sources online.

Rankings are just marketing and must be ignored, look from pros and cons from the uni and the location to avoid surprises (especially as an international), get money from wherever you can as you will have enough stress from learning, and prepare in advance to reduce that 70% to save time and enjoy the journey.",UgwQBYErFf2KvdeGq5l4AaABAg,1,1,2020-12-22T03:06:06Z,ji7DtgUeKCI,user_1651
I come from watching that other video just to listen how you downgrade it 🤣,UgzSwKqGn1I6mk7xkGl4AaABAg,1,1,2020-12-22T02:37:46Z,41Clrh6nv1s,user_1651
Definitely looking forward to the next project series Ken!,Ugx_uzVxfpDNtX60Ech4AaABAg,1,1,2020-12-21T23:04:51Z,41Clrh6nv1s,user_2763
what next we can aspect from Ken Jee,Ugy6UVx7dr3URxUBUrl4AaABAg,1,1,2020-12-21T19:52:19Z,41Clrh6nv1s,user_5742
This guy replyin to each comment no cap. What a real G.,UgwruA1myhirA2sCLJd4AaABAg,1,42,2020-12-21T19:28:34Z,4OZip0cgOho,user_701
"Took me a while to write the comment, sorry. I've been busy with Christmas preparations (sending virtual Polish Christmas pierogi to Hawaii ;) ). 

My new year's resolutions are a bit similar - I want to get more engaged in communities and find new friends. Also - maybe eventually appear on your YT Channel as a successful transition to DS story ;) 

I have many ideas for DS projects, but they all need some more research (some including IP & compliance research - hey, I used to work as something like a ISO/FDA compliance officer for a while, I kinda like this stuff? I certainly don't mind it... I found some courses on Coursera about those topics... I am not ruling out taking those courses in 2021. Engineers that are willing to get involved with those topics are rare, so familiarity with such issues can be very valuable to employer... it is just an idea at this point, no decisions have been made). 

I also need to take some deep dive on deep learning and some machine learning algorithms. I ABSOLUTELY need to browse & learn from other people's DS projects more. It's very inspiring too ;)

I am looking forward to the new 66 Days of Data (why 66? why not 69? ;) or any other number?)",UgzGdVXT08-OARH5b394AaABAg,1,1,2020-12-21T18:04:26Z,41Clrh6nv1s,user_5252
1) Start with a plan. That's what I need to do now. I've been jumping around too much. I was interviewing for a couple of months with one company and had a few coding tests that inspired me to focus on those subjects. Then I got the form letter of doom. Now I need to look at what I want to do and refocus. Thanks for the inspiration and the motivation.,UgwbjuxmOVuRG9Fpy354AaABAg,1,5,2020-12-21T16:51:06Z,41Clrh6nv1s,user_1097
"In 66 days, iLL be a great DS and a working in a big company in korea",UgzFMX8E7KvuJbLWKvl4AaABAg,2,1,2020-12-21T16:13:47Z,41Clrh6nv1s,user_3274
"Great stuff! Just one thing I'd like to start here: As a post graduate in Maths, I'd like to point out that Stats is a separate degree and we math majors don't really study stats and vice versa ( a lot of industry misconception around this). Although stats is basically Mathematics, it's a separate degree. Hopefully this clears doubts, I know a lot of you watching this video would be confused as to pursuing CS or  Math for your MS. Keep this comment in mind, hopefully this finds you.",Ugz3OTIkdSJCvOdvW-R4AaABAg,7,1,2020-12-21T13:06:43Z,zSwM5uVeylU,user_5099
"Hi, Ken, I'm looking forward to 66 days! I'm still working on my Titanic competition. The previous modelling performance was only slightly better than the benchmark and then I started all over and found a few things missing from my previous work (combine the datasets first, check the types of missingness, deep understanding of each variable, etc.). So far I made three sharing notebooks(EDA, missingness, fare analysis).  Through this project, I became more aware of the importance of EDA and feature engineering.",Ugwx37NMsIgzutCnQ2x4AaABAg,1,2,2020-12-21T09:38:34Z,41Clrh6nv1s,user_841
You're honestly inspiring me to self-study and learn Data Science.,Ugyr0ufMU2ZiXx8XPYh4AaABAg,1,2,2020-12-21T08:02:00Z,6tQtwqthUMI,user_4935
"Ken Jee is the Data Science hero we all need....













But never deserve.",UgzxVjwaOXvezk4rmdh4AaABAg,1,1,2020-12-21T08:00:35Z,myhoWUrSP7o,user_4935
"Actually I don’t understand the #66days of data, do we share our progression like everyday but each one on his own or what? If there’s a video like describing it more then can anyone refer it to me.
Also, I really like how you talk about overcoming the comfort zone or the fear of digging into projects cause yeah it’s very true.",UgwYW-Li_9LzuPc924p4AaABAg,2,1,2020-12-21T07:22:53Z,41Clrh6nv1s,user_1847
What an amazing initiative Ken - #66daysofdata is an absolute success!!!,UgwncKI8DJeyVSOBkHB4AaABAg,1,1,2020-12-21T05:38:16Z,41Clrh6nv1s,user_1158
"Hi! I am already following this series and this morning I was reading an article about a man who got an interview from the first data science job he applied for; he started his data science journey by following this series too! The article is by Mario Paul at Towards Data Science titled: ""I Got An Interview From The Only Data Science Job I applied for."" This is so awesome!",UgwuB44XL8l_K48Dh6x4AaABAg,1,2,2020-12-21T05:16:05Z,MpF9HENQjDo,user_344
The project I am working on a to automate my quantitative approach to investing. Using the yahoo finance api I am going to build a simple input screen with a stock that will shoot out the main factors I personally look at. It’ll consist of time aeries and some basic financial formulas. Some of my friends also are interested in my project.,UgyVh4wHUwXOF3cXqh54AaABAg,1,2,2020-12-21T04:11:32Z,41Clrh6nv1s,user_2190
Another huge difference between the two videos is the editing quality,UgzgDVv_w7GfvsrjrU94AaABAg,1,1,2020-12-21T04:08:06Z,41Clrh6nv1s,user_2190
keep it up Ken!  Love it!,Ugzxz7JLSAX9mZw4n2t4AaABAg,3,1,2020-12-21T02:28:13Z,41Clrh6nv1s,user_2661
"3:51 یک خطای شناختی،برا تبلیغ همزمان که بالا پنج راه... آمد، ۵ برابر را تکرار کرد
اینجوری توجه ناخواسته به اون عدد بیشتر میشه",UgzYs17f8bEYzs4NqgJ4AaABAg,0,0,2020-12-20T23:34:13Z,41Clrh6nv1s,user_5037
"Yeah I kinda didn’t deal with my imposter syndrome in the healthiest way,... I tried to just learn absolutely everything before applying for internships as an undergrad. I would just sit and cram and learn stuff thay most interns as an undergrad wouldn’t need to know going in.",UgwDisKCCLyhNHZUzAV4AaABAg,1,1,2020-12-20T22:51:16Z,Uf0dO-pgOrk,user_5537
"Thanks Ken
I really hope to start this journey...my laptop is pulling me back 
😔",UgxYcp7dPAYJB_BeeUJ4AaABAg,3,2,2020-12-20T21:36:23Z,41Clrh6nv1s,user_3456
"Communities are highly important for accountability, relationship/networking as well as finding continual inspiration and perspective from other people at different levels of data science. I highly agree.",Ugzzem8GF-kuWxgx7K54AaABAg,1,5,2020-12-20T21:15:47Z,41Clrh6nv1s,user_2024
"Just came here to see what you got. I used random forest and got .76 on my first try and then a little tuning got it to .77. I think I could make it better so I will continue to play around. I got to the point in my course curriculum mid-lecture I said ""this is more advanced than I need to get started on beginner projects"" and instantly hopped off to do titanic. I had it all worked up in my head to be some super hard task but it turned out to be relatively painless! I am going to do a couple other smaller projects and then try something of my own, probably using youtube data because I am a massive geek for the algorithim.",UgyeSlSWwODr1OaLHIh4AaABAg,1,2,2020-12-20T20:14:43Z,I3FBJdiExcg,user_304
"Hi jee, I like your videos but don't think it's a good idea to put a strange picture as a cover of a video ...",Ugy6FYDR4rSOmqgCF8d4AaABAg,1,1,2020-12-20T19:47:19Z,41Clrh6nv1s,user_3554
Hi Ken Jee nice video.. valuable contents!.Do you think it's a good choice to go for a 10months online master in Data science?,UgxodEtUyxIb2bg_mMZ4AaABAg,1,1,2020-12-20T19:01:08Z,41Clrh6nv1s,user_2976
"Hey! I am thinking about creating a project about a mobile price predictor(which would be  my first project), and I would be following your building a project from scratch playlist. That's my project plan for 2021. Hope everything goes well(fingers crossed).",Ugx3YSK-Jm9nKL5rzg54AaABAg,1,1,2020-12-20T16:29:00Z,41Clrh6nv1s,user_3034
"Thanks, Ken.  Good stuff.",UgzSjxFbwnJo6jznyS94AaABAg,1,1,2020-12-20T14:26:01Z,41Clrh6nv1s,user_2501
Have u by chance heard anything about sports analytic jobs in soccer?,UgyaJP2SldE2RfzZLhd4AaABAg,1,1,2020-12-20T11:22:56Z,SLC5sPZSLY4,user_5411
Thank you so much for this insightful video. Is that discord channel open to everyone?,UgyaPt3OcxLCljT2M894AaABAg,1,1,2020-12-20T10:39:33Z,41Clrh6nv1s,user_3292
Hey! What 3x3 do you have?,UgzCunijqhZnBufk4Q54AaABAg,3,1,2020-12-20T10:16:25Z,myhoWUrSP7o,user_4869
Thank you master♥️,UgyT7_eYe5EzNzYgSDZ4AaABAg,1,1,2020-12-20T09:59:48Z,41Clrh6nv1s,user_3954
Is the Tensorflow Developer Certificate worth it?,UgzxpzFaVN_C4dAUNAt4AaABAg,1,1,2020-12-20T09:41:33Z,41Clrh6nv1s,user_2211
Good morning.  I want to join the 66 days challenge in 2021. Please how do I follow up with the program,UgzkTVRqXyXRWdbSh4Z4AaABAg,1,1,2020-12-20T09:01:57Z,uXLnbdHMf8w,user_253
"Hey Ken, do you have good resources for web scraping in Python to get started on projects?",Ugx1a09mUBPnQxWnFHZ4AaABAg,2,1,2020-12-20T08:38:37Z,41Clrh6nv1s,user_4982
Looking forward to another #66DaysOfData,UgyL0R-zapYmFtpD9M54AaABAg,1,1,2020-12-20T08:01:04Z,41Clrh6nv1s,user_4362
"Ken Jee, you are the best. I am your  follower since  this channel has 3k to 4k subscribers. I am happy that your channel is growing.",Ugx4F2NlcSh8nvXJg0V4AaABAg,2,1,2020-12-20T07:16:01Z,41Clrh6nv1s,user_5601
Part to learn and classify plants in my own garden.,Ugx1JIhpLEPsNR4zgLd4AaABAg,2,2,2020-12-20T06:21:20Z,41Clrh6nv1s,user_5737
"Sorry but your definition is totally misleading because Artificial Intelligence is not a field of data science neither machine learning but machine learning is a subset of AI and AI is a subset Computer Science. It has been so since 1956 and has never changed. People who develop AI algorithms are computer scientists not data scientists. 

Just like Mathematics is not a subset of Physics, yes Data Scientists use lot of ML to solve problems but they do not generally study AI like computer scientist do. Just like physicists uses math but they do not study math like mathematicians do. You can also say so about medical professionals when comparing them to biologists.

Thanks... Just wanted to highlight",UgwrTxl87mbsSW9vrht4AaABAg,0,2,2020-12-20T05:43:09Z,q8cEt8gj3zY,user_4244
"Hey KeNN! Much better fashion sense in this video (and camera, microphone and monitor) :)

I really have been absorbing and enjoying your videos for the past 3 months. Having a physics background and a secret fear of programming, your clear philosophical approach has been a lifesaver. 
I thoroughly enjoy the weekly interviews on KNN and the separate, visual content your youtube channel has to offer. It's so cool to track your growth!

I have a masters in applied physics and am currently trying to land my first full-time data science gig, so I will be sure to add regression & classification projects to my github (Only have Monte Carlo & Clustering projects right now)

Can't wait to see where your punny dad jokes go next!",UgwNg4qd3irJ2HyK7Yp4AaABAg,1,1,2020-12-20T05:29:08Z,41Clrh6nv1s,user_3961
great tips!!!,UgzXFZnSV4ACSeHLq3l4AaABAg,1,1,2020-12-20T03:57:27Z,41Clrh6nv1s,user_2278
ok bro show us what we should learn in 2021 :),UgzJFwzotJAR_OXhCDJ4AaABAg,1,1,2020-12-20T02:45:32Z,41Clrh6nv1s,user_5204
LMFAO I SAY MODELS TRAINING TOO MUCH,UgwcvhXmMJAyGAZ3ofh4AaABAg,1,1,2020-12-20T02:26:40Z,WRF_dKZ_i24,user_5537
I appreciated your video Ken! 2020 was a challenging year for me in terms of defining what to study and you helped me a lot on this! I am looking forward to starting the path I idealized and being part of your community!,UgzOEiwhlbSJB5ApBdt4AaABAg,1,2,2020-12-20T02:18:04Z,41Clrh6nv1s,user_3417
"Great advice and content Ken! One thing I would love to add to those seeking their first job is to ignore job titles, and be open to positions such as ""BI Analyst/Engineer, Data Analyst, etc"", especially if you are entry level for several reasons  1) I was a BI associate and had opportunities to work on ML. Companies use terms interchangeably, and I have seen ""data scientists"" who do SQL and reporting all day.. 2)  If you want to be a data scientist, you'll have to work with analysts, BI people, data engineers, and stepping into their shoes will help you in the long run. In a way it's taking 1 step back to take 3 forward.  and 3) People should really focus on bringing value to an organization, rather than just doing ""cool"" projects. A lot of companies aren't ready for advanced ML/AI. You will be more miserable creating a data science project which will never be put into production than creating a Tableau Dashboard that the whole business will use.  Here’s to a great 2021!",UgyjsIMI2oasPskDkbF4AaABAg,1,3,2020-12-20T01:20:22Z,41Clrh6nv1s,user_56
"Ken being honest about what he struggled with, shows that every great data scientist struggled to reach where they are today.  motivating and inspirational as always , thank you !",UgzVvWWoLumIUd-vmhZ4AaABAg,1,23,2020-12-20T00:51:44Z,41Clrh6nv1s,user_3287
Was a Data Science Kamehameha in the thumbnail?!,UgwU5qoU_OWiBgC-Sjt4AaABAg,1,1,2020-12-20T00:44:35Z,41Clrh6nv1s,user_873
I appreciate this video a lot!  I'm a teenager and brand new to data science but I wanted to use your advice as a springboard to getting into it.  I already bought a few of the books you recommended and I'm slowly on my way.,UgxftuWFC_oICaK4RbB4AaABAg,2,2,2020-12-20T00:03:36Z,41Clrh6nv1s,user_2571
Thank you Ken. I'm really enjoying your videos and podcast as I begin my data science journey.,UgwwKM5xL1EZr22f6Dl4AaABAg,1,1,2020-12-19T23:52:08Z,41Clrh6nv1s,user_98
"I basically never comment on videos on youtube, but I feel like I should do this now as I kinda like what I see and hear. The information seems to be very useful,  thank you.

I am a complete beginner, I started to learn data science a couple of months ago, 5 minutes ago I finished to review some EDA (it is a part of my course). At this moment everything seems to be so complex, I feel like I learn things really slow and I will never be good at this stuff, I hope I am wrong :)

You asked about projects, in the future I'd like to make some prediction model for an esport game like Dota 2, CS:GO or so, if I make some of this in 2021 I'll be sooo happy :D

p.s. pardon me my English, it's not my native language",UgyRjlNzVxqHtFQ8Eid4AaABAg,1,2,2020-12-19T23:51:57Z,41Clrh6nv1s,user_3744
"I think a cool project I want to work on in 2021 is simulating a monopoly game. A favorite subject of mine is stochastic processes, and really, monopoly is just a giant markov chain/transition matrix. I think it'd be cool to do something like that. Still working on my main school project now which has caused a few others to be put on the back burner, but hopefully this one wraps up soon so I can focus on the others more. Great content as always. Just joined the discord!",Ugwhrzs-3dxanPZ7KiJ4AaABAg,1,1,2020-12-19T23:26:04Z,41Clrh6nv1s,user_2820
You and andrew are the only YouTubers who reply to every comment dude just always be like you are now humble 🔥,UgwYso5eoxmDL75qQS94AaABAg,1,1,2020-12-19T23:14:53Z,41Clrh6nv1s,user_5793
"I have been away for a while.. Good to see your channel doing so well. 
Although I haven't been so active recently, I personally have come a long way since the first #66daysofdata. I was looking forward to the next one, but unfortunately I don't think I will be able to participate (I kinda got to be away for quite some time). I will make sure to be on Discord whenever I can though.
Good luck!",Ugxy6QKzYIyZyCu25K14AaABAg,1,1,2020-12-19T23:11:08Z,41Clrh6nv1s,user_3075
"Looking forward to join you in the 66 days of data again. As a project, i want to web scrap the prices and data of a colombian e-commerce each day and show how the business behave as the country get the COVID's vaccine.",UgyITcnmcfa5eC79TIt4AaABAg,1,1,2020-12-19T21:43:20Z,41Clrh6nv1s,user_2004
You are literally amazing. your aesthetic presentation boost me on next level in the quest of learning data science.,Ugy_ChP5LpiX3j4uyT94AaABAg,1,7,2020-12-19T21:15:38Z,41Clrh6nv1s,user_622
"Man you really don't need to jump from room to room to shoot, it's distracting and ruins the consistency of the audio",UgxXqx_jDgBwzmeJeN94AaABAg,1,0,2020-12-19T20:47:18Z,41Clrh6nv1s,user_503
I would like if you do some videos on your 66 days of Data Science Journey as it will give us some insights on how and what to do when we think we might or know that we are lacking something,UgwD65Ma6PmPqfvHS5p4AaABAg,1,1,2020-12-19T20:47:03Z,41Clrh6nv1s,user_4191
2021 will be a great year to strengthen my data science skills. I'm planning to do it in ultralearning way.,UgxVCZhn5Vdlno9t9VN4AaABAg,2,3,2020-12-19T20:21:35Z,41Clrh6nv1s,user_1905
Where can I find the discord server of 66 days of data science?,Ugw0RXCVHmlu5hupcjV4AaABAg,1,4,2020-12-19T20:15:48Z,41Clrh6nv1s,user_1850
I scrolled through all of the comments and I see that you replied to almost all of them. This is extraordinary! Keep up the good work! And thanks for daily motivation. I'm hoping to get a data science job soon.,Ugxc8iEAH9-IbdsK7NV4AaABAg,1,2,2020-12-19T19:58:20Z,41Clrh6nv1s,user_5440
I have started my  journey to Python and  Data Science.  I have taken a course  from Edx (Python for research) and ML course for my 💯dayscodechallege for 2021. I'm very motivated by your recent LEADERBOARD project for YouTube. I would love to build projects like that.,Ugxd6peBETG4DgRJZUJ4AaABAg,1,3,2020-12-19T19:40:09Z,41Clrh6nv1s,user_5550
"Hi! I am 16 right now and I got really interested in data science. Right now I am looking for a book or a lecture, which could help me to increase my Maths/programming knowledge. If there is something you can recommend me, I would be really grateful🙂
I already know Python, so maybe there is something else to learn deeper for me",UgzmURWcmeEIpFsD5sR4AaABAg,4,2,2020-12-19T19:18:33Z,41Clrh6nv1s,user_3833
Sir python for datascience learn on youtube or online free course,UgzTqmPuJafz-Nls8k14AaABAg,4,2,2020-12-19T19:11:27Z,41Clrh6nv1s,user_4248
"This video motivated me to start learning again , Thanks Ken ❤️❤️",UgwTWtcVD04uNjBiwxJ4AaABAg,0,2,2020-12-19T18:56:44Z,41Clrh6nv1s,user_110
"Ken, this is another stick on the ground. 💡💡💡💡💡",Ugyz6FWgUuv7IIR7M2p4AaABAg,0,0,2020-12-19T18:33:05Z,41Clrh6nv1s,user_3403
Taking a crap on the toilet while making youtube videos about data science = boss level,UgwLcNpxZlq5D0f7eFt4AaABAg,1,1,2020-12-19T18:08:34Z,41Clrh6nv1s,user_1914
"Hey, I'm a first year Undergraduate Data Science student. I'm having a little trouble keeping up with all my colleagues that have already learned to program during their school years. (We had a choice between computers and biology, I was a bio student) Any tips?",UgzguS653ZiOXndfvn94AaABAg,5,1,2020-12-19T18:00:05Z,41Clrh6nv1s,user_174
"Thanks for watching everyone! Would love to hear about the projects you are planning to do in 2021 below! 
My previous video on the topic: https://www.youtube.com/watch?v=4OZip0cgOho&ab_channel=KenJee
What is the #66DaysOfData: https://www.youtube.com/watch?v=qV_AlRwhI3I&ab_channel=KenJee
@Andrew Mo – Six Figure Dream Job 's video critique: https://www.youtube.com/watch?v=ylBNnHOge8g&ab_channel=AndrewMo%E2%80%93SixFigureDreamJob
My Data Science Beginner's Playlist: https://www.youtube.com/playlist?list=PL2zq7klxX5ATMsmyRazei7ZXkP1GHt-vs

365 Data Science:  (20% off Monthly) https://365datascience.pxf.io/Wno9O or 
 (47% off one year) https://365datascience.pxf.io/JG3yR (Disclaimer - Affiliate Links)",Ugxb8BQMOsqmqCQ62Nl4AaABAg,2,16,2020-12-19T17:53:45Z,41Clrh6nv1s,user_2385
"you said and i agree :first start with learn programming
at what point do u stop and say ok i ''''know''''' programming ?
so for me i decided that when i am able to solve 6 kyu question on codewars and easy questions on leetcode without any problem and only then can i say without feeling that i lie that kind of know enough python to go on
granted it takes a lot of time and pain but im pretty sure it will be worth it because then i can be sure that comes hell or high water i will never have a problem that is caused bcoz of insufficient knowledge in programming 
anybody here share my viewpoint?
am i too much?to little?",UgwnzuhBXV1GPmZshvR4AaABAg,1,1,2020-12-19T17:44:01Z,41Clrh6nv1s,user_1202
Love it. Thanks 🤩!!!,UgxYRzs45Xyj3MU4-lB4AaABAg,1,1,2020-12-19T17:43:49Z,41Clrh6nv1s,user_3545
"Love your videos, speaking from Brazil. I'm looking for an MBA in Data Science so I can work in the area, is there any different comments on MBA instead of MS? I want to study a Public Administration MS to study open data and smart cities. So in my head it is a good deal.",UgzqrkiYreLn16cAdRR4AaABAg,1,1,2020-12-19T17:36:33Z,ji7DtgUeKCI,user_5717
"Great video Ken! For 2021 I was thinking of a project that predicts the value of magic: the gathering cards on the secondary market. I'll try to combine sentiment analysis (taken from twitter) and data from online tournaments to do so. It's a greedy project, but I can use it if it works so it's a win/win haha",UgzbM1HoswJHJgPHCkR4AaABAg,3,1,2020-12-19T17:04:27Z,41Clrh6nv1s,user_5274
"This is perfect timing. I'm just about to finish my master in physics and decided I'd like to transition into the data science field.
I've been watching tons of your videos the last few weeks, and they helped me a lot to make the decision to become a data scientist and how to start the journey!

Thanks!",Ugyh_ky52-exIuSIewR4AaABAg,3,4,2020-12-19T16:44:41Z,41Clrh6nv1s,user_2
"Ken since you emphasize learning programming, use the term library not package. Yes, a nitpick but we should not be using cutesy terms when talking about programming and the vast collections of ready-built functions/methods. Your videos are always informative.",UgxGGfjwRh7iThNh55B4AaABAg,2,2,2020-12-19T16:34:31Z,41Clrh6nv1s,user_1704
"I understand programming (Full Stack web Development), but for Data Science is it worth getting a Masters or should I learn this skill by my self?  I don’t have a STEM degree, but a BA in psych",UgzVzeeAKEOv47MnYGp4AaABAg,2,1,2020-12-19T16:04:45Z,41Clrh6nv1s,user_2262
Yeah Ken! Well done! Hope all is well with you and happy holidays!,Ugx8i3ROSWWQ_rpri0h4AaABAg,1,1,2020-12-19T15:55:59Z,41Clrh6nv1s,user_3198
"I think we all would agree that we like hearing you speak, all advices packed with practical, wholesome  and nutritious food for thought. Do I smell an early sign of another viral video, great video Ken! 😆
Some of the projects that I look forward to in 2021 is to look into transformers and its application in computational drug discovery, would be awesome to reverse engineer and decode those molecular descriptors to new compounds.",UgzF7YEja35y-zvnNdh4AaABAg,6,43,2020-12-19T15:51:50Z,41Clrh6nv1s,user_1178
Kaggle micro-courses are the shit,Ugy0X8qrbV3_uOPPxzt4AaABAg,1,1,2020-12-19T15:51:34Z,41Clrh6nv1s,user_4401
For 2021 after I finally have acquired enough basic skills I want to work on a Soccer project and maybe get my hands on some professional Call of Duty data.,UgwLVc2MDVRogNvL0t54AaABAg,1,4,2020-12-19T15:51:09Z,41Clrh6nv1s,user_4604
Hey Ken! I can bear your voice for 24 hours if you talk about Data Science and Machine Learning.........,UgzqV67lZBuoeJM4-eR4AaABAg,1,4,2020-12-19T15:40:51Z,41Clrh6nv1s,user_1962
Great video Ken!,UgyJJl7qJY0OwUc4-m54AaABAg,1,1,2020-12-19T15:40:35Z,41Clrh6nv1s,user_4872
"Your content have been sky rocketing this year bro, really in needs from your content especially to become a better data scientist in general. Thanks and keep posting bro",UgymiySS6Y2gzBoLm4V4AaABAg,1,15,2020-12-19T15:01:00Z,41Clrh6nv1s,user_717
"I am working on a project, which I need to recommend slow moving products with fast moving products. It will help to reduce the long tail of the sales distribution. Any recommendations for my approach should I get?",UgxiZzuLvAhsDji-qb94AaABAg,1,2,2020-12-19T14:59:23Z,41Clrh6nv1s,user_3409
"I am in healthcare 
And would like to finds ways to reduce our overall length of stay",UgynJyXLtND0mqLkRvR4AaABAg,1,1,2020-12-19T14:55:50Z,41Clrh6nv1s,user_5549
Could you make a video on how to start a sports blog? Or maybe drop me some advice on good websites to start on? I want to create a sports analytics blog to share code and talk through projects of mine.,Ugy3PripoROnmR3EpIN4AaABAg,4,1,2020-12-19T14:52:20Z,41Clrh6nv1s,user_5537
"I am working on my personal portfolio website ( using Django ) .. I finished the form and layout I just need to add some projects and host it online. I'll do my best to finish by january 1st so I can join you in the #66DaysOfData. I was wondering if I could send you the website for feedback if possible ( doesn't have to be a youtube video, I just want to know what you think ) .. Thanks for the video Ken :)",UgyG2h29KOIoiE7gQ-p4AaABAg,1,2,2020-12-19T14:50:44Z,41Clrh6nv1s,user_1889
"Projects I’m working on:

GOAT-Analysis :
Analysis and comparison on Michael Jordan, Kobe Bryant, and Lebron James. Who was the best player of all time?

NFL Databowl:
Quantifying pass defense and finding the best strategies against offenses",UgyCXZNkHcyx53u_9sN4AaABAg,2,1,2020-12-19T14:49:57Z,41Clrh6nv1s,user_5537
"What was your first programming language and How long it took you to learn that?

Question to ken and everyone

Mine was javascript and it took me around 1 month (with a lot of procrastination) to learn the basics.",UgxxpqVWx_qkPXX_7Ip4AaABAg,4,6,2020-12-19T14:47:48Z,41Clrh6nv1s,user_144
I LOVE YOU KENNN!!! I started  my project on Titanic data set on kaggle. Your example on it is saving my time in the research stuff. I'm a beginner And I hope to meet you somedayyy,UgzRHgGp-L5GEgYQJqd4AaABAg,3,4,2020-12-19T14:42:50Z,41Clrh6nv1s,user_241
"There is so much free and good source out there about data science and so many ways to learn it... As someone just starting their data science journey and someone who is struggling with ADHD I was so overwhelmed and confused. If anyone is in my situation I've found ""Siraj Raval - Learn Data Science in 3 Months"" video helpful. You are not going to be a data scientist in 3 months obviously, but I think it is giving you a rough plan. It is divided into weeks and each month you do one project. Of course, I also check the resources Ken suggested and I am following a Python course on Udemy, so it is ok to mix all of the advice you see. One more advice:  you can better learn a subject when you teach it. So I recommend you start a blog about your DS journey. You can take 10 mins each day and write about what you learned that day. It is also good for you to see how much you've learned over time :) Good luck everyone!",UgwwvMt3BNvxmQjDEKB4AaABAg,1,1,2020-12-19T14:41:37Z,41Clrh6nv1s,user_5255
"You're just the best!
I started the 66 data journey with you but wasn't able to keep up, but you always motivate me, hope to be more sincere this time.
A structured curriculum should be made, at least for me to be more, you know,  sincere.
Maybe starting with Kaggle and online courses..
So many different courses, competition, everything gets me so overwhelmed, maybe because I just look through it instead of starting, but not this time, I will make use of time!
Listening to you today, made my day!
Thanks, KJ
Merry Christmas!",UgwD4-NwhwR-zkOvtyV4AaABAg,1,1,2020-12-19T14:28:07Z,41Clrh6nv1s,user_4422
Project learning and 66days of data are efficient and fun methods to learn!,UgxPn9pRNP7T89R7vy94AaABAg,1,7,2020-12-19T14:27:39Z,41Clrh6nv1s,user_5248
